Array Design Name	Affymetrix GeneChip Yeast Genome S98 [YG_S98]
Comment[AdditionalFile:CDF]	YG_S98.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-27
Comment[SubmittedName]	Affymetrix GeneChip Yeast Genome S98 [YG_S98]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	glass
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	interpro	locus	mgd	pfam	pkr_hanks	refseq	scop	sgd	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Protein	http://www.ebi.ac.uk/interpro	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www.informatics.jax.org/	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://genome-www.stanford.edu/Saccharomyces/	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version																	
Comment[AdditionalFile:txt]	A-AFFY-27_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[swall]	Composite Element Database Entry[scop]	Composite Element Database Entry[refseq]	Composite Element Database Entry[pfam]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[mgd]	Composite Element Database Entry[locus]	Composite Element Database Entry[interpro]	Composite Element Database Entry[blocks]	Composite Element Database Entry[ec]	Composite Element Database Entry[entrez_protein]	Composite Element Database Entry[unigene]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[sgd]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]
5871_at	NC_001136					5871_at											
5872_at	NC_001136					5872_at											
5873_at	NC_001136					5873_at											
5874_at	NC_001136					5874_at											
5875_s_at	NC_001136					5875_s_at											
5876_at	NC_001136					5876_at											
5877_i_at	NC_001136					5877_i_at											
5878_r_at	NC_001136					5878_r_at											
5879_at	NC_001136					5879_at											
5880_at	NC_001136					5880_at											
5881_at	NC_001136					5881_at											
5882_at	NC_001136					5882_at											
5883_i_at	NC_001136					5883_i_at											
5884_r_at	NC_001136					5884_r_at											
5885_at	NC_001136					5885_at											
5886_at	NC_001136					5886_at											
5841_at	NC_001136					5841_at											
5842_at	NC_001136					5842_at											
5843_at	NC_001136					5843_at											
5844_at	NC_001136					5844_at											
5845_at	NC_001136					5845_at											
5846_at	NC_001136					5846_at											
5847_at	NC_001136					5847_at											
5848_at	NC_001136					5848_at											
5849_at	NC_001136					5849_at											
5850_at	NC_001136					5850_at											
5851_at	NC_001136					5851_at											
5852_at	NC_001136					5852_at											
5853_at	NC_001136					5853_at											
5854_at	NC_001136					5854_at											
5855_at	NC_001136					5855_at											
5856_at	NC_001136					5856_at											
5857_g_at	NC_001136					5857_g_at											
5858_at	NC_001136					5858_at											
5859_at	NC_001136					5859_at											
5860_g_at	NC_001136					5860_g_at											
5861_at	NC_001136					5861_at											
5862_at	NC_001136					5862_at											
5863_at	NC_001136					5863_at											
5817_at	NC_001136					5817_at											
5818_at	NC_001136					5818_at											
5819_at	NC_001136					5819_at											
5820_at	NC_001136					5820_at											
5821_at	NC_001136					5821_at											
5822_at	NC_001136					5822_at											
5823_at	NC_001136					5823_at											
5824_i_at	NC_001136					5824_i_at											
5825_r_at	NC_001136					5825_r_at											
5826_at	NC_001136					5826_at											
5827_at	NC_001136					5827_at											
5828_at	NC_001136					5828_at											
5829_at	NC_001136					5829_at											
5830_at	NC_001136					5830_at											
5831_at	NC_001136					5831_at											
5832_i_at	NC_001136					5832_i_at											
5833_r_at	NC_001136					5833_r_at											
5834_s_at	NC_001136					5834_s_at											
5835_i_at	NC_001136					5835_i_at											
5836_at	NC_001136					5836_at											
5837_at	NC_001136					5837_at											
5838_at	NC_001136					5838_at											
5839_at	NC_001136					5839_at											
5840_at	NC_001136					5840_at											
5792_at	NC_001136					5792_at											
5793_at	NC_001136					5793_at											
5794_i_at	NC_001136					5794_i_at											
5795_at	NC_001136					5795_at											
5796_at	NC_001136					5796_at											
5797_at	NC_001136					5797_at											
5798_at	NC_001136					5798_at											
5799_at	NC_001136					5799_at											
5800_at	NC_001136					5800_at											
5801_at	NC_001136					5801_at											
5802_at	NC_001136					5802_at											
5803_at	NC_001136					5803_at											
5804_at						5804_at									SNR63		
5805_i_at						5805_i_at									CEN4		
5806_i_at						5806_i_at									SNR47		
5807_at						5807_at									SNR13		
5808_i_at						5808_i_at									YEL076W-C		
5809_i_at		P39973				5809_i_at									YEL074W		
5810_s_at		P39973				5810_s_at									YEL074W		
5811_at		P39974				5811_at									YEL073C		
5812_at		P39975				5812_at									YEL072W		
5813_at		P39976	d1diqa2		FAD_binding_4	5813_at			IPR004113	IPB001575	1.5.3.6				YEL071W		
5814_at		P39977				5814_at									S0000794		
5815_at		P39978				5815_at									YEL067C		
5816_at		P39979	d1qsma_		Acetyltransf	5816_at			IPR000182		2.3.1.60				YEL066W		
5769_at		P39980				5769_at									S0000791		
5770_at		P39981			Aa_trans	5770_at			IPR002422	IPB002091					YEL064C		
5771_at		P04817			aa_permeases	5771_at			IPR004840	IPB002027					YEL063C		
5772_at		P39923				5772_at									S0000788		
5773_at		P27895	d1goja_		kinesin	5773_at			IPR001752	IPB001752					YEL061C		
5774_at		P09232	d1ic6a_		Peptidase_S8	5774_at			IPR000209	IPB000209	3.4.21.48				YEL060C		
5775_at		Q05676				5775_at									S0002954		
5776_at		P39982				5776_at									YEL059W		
5777_at		P38628	d1k2yx1		PGM_PMM_II	5777_at			IPR005844	IPB001485	5.4.2.2				S0000784		
5778_at		P39983				5778_at									S0000783		
5779_at		P39984	d1k8kc_		WD40	5779_at			IPR001680						S0000782		
5780_at		P39985				5780_at			IPR006172						YEL055C		
5781_i_at		P17079			Ribosomal_L11	5781_i_at			IPR000911	IPB000911					YEL054C		
5782_at		Q02197			Mak10	5782_at									YEL053C		
5783_at		P32317			AFG1_ATPase	5783_at			IPR005654						YEL052W		
5784_at		P32610			ATP-synt_D	5784_at			IPR002699	IPB002699					YEL051W		
5785_at		P32611	d1rl2a1		Ribosomal_L2	5785_at			IPR005880	IPB002171					YEL050C		
5786_f_at		P32612			SRP1_TIP1	5786_f_at			IPR000992	IPB000992					YEL049W		
5787_at		P32613				5787_at									YEL048C		
5788_at		P32614	d1d4ca2		FAD_binding_2	5788_at			IPR003953	IPB000103	1.3.99.4				YEL047C		
5789_at		P37303	d1jg8a_			5789_at					4.1.2.5				YEL046C		
5790_at		P32616				5790_at									YEL045C		
5791_at		P32617				5791_at									S0000770		
5747_at		P32618				5747_at			IPR003961						YEL043W		
5748_at		P32621			GDA1_CD39	5748_at			IPR000407	IPB000407	3.6.1.42				YEL042W		
5749_at		P32622			NAD_kinase	5749_at			IPR002504	IPB002504					YEL041W		
5750_at		P32623	d2ayh__		Glyco_hydro_16	5750_at			IPR000757	IPB000684					S0000766		
5751_at		P00045	d2ezl__		cytochrome_c	5751_at			IPR003088	IPB000345					YEL039C		
5752_at		P32626	d1zrn__		Hydrolase	5752_at			IPR005834		3.8.1.2				YEL038W		
5753_at		P32628	d1f4ia_		ubiquitin	5753_at			IPR000626	IPB000626					YEL037C		
5754_at		P32629			Anp1	5754_at			IPR005109	IPB002360					S0000762		
5755_at		P32630				5755_at									YEL035C		
5756_at		P23301	d1bqqt_		eIF-5a	5756_at			IPR005824	IPB001884					YEL034W		
5757_at		P32633				5757_at									YEL033W		
5758_at		P24279	d1g8pa_		MCM	5758_at			IPR001208	IPB001208					S0000758		
5759_at		P39986			Hydrolase	5759_at			IPR005834	IPB001757	3.1.3.3				YEL031W		
5760_at		P39987	d1dkgd1		HSP70	5760_at			IPR001023	IPB002731	2.7.1.17				YEL030W		
5761_at		P39988	d1jxha_		pfkB	5761_at			IPR004625		2.7.1.35				YEL029C		
5762_at		P39989				5762_at									YEL028W		
5763_at		P25515	d1c0va_		ATP-synt_C	5763_at			IPR002379	IPB000454					YEL027W		
5764_at		P39990	d1e7ka_		Ribosomal_L7Ae	5764_at			IPR004038	IPB000231					YEL026W		
5765_at		P39991				5765_at									S0000751		
5766_at		P08067	d1gcqc_		UCR_TM	5766_at			IPR005806	IPB001281	1.10.99.1				YEL024W		
5767_at		P39992				5767_at									YEL023C		
5768_at		P39993	d3erda_		Sec7	5768_at			IPR000904	IPB000904					YEL022W		
5724_at		P03962				5724_at			IPR001754						YEL021W		
5725_at		P39994	d1poxa1		TPP_enzymes_N	5725_at			IPR000399	IPB000399	4.1.3.18				YEL020C		
5726_at		P38632			zf-MIZ	5726_at			IPR004181						YEL019C		
5727_at		P39995				5727_at									YEL018W		
5728_i_at		P40975				5728_i_at									S0002103		
5729_f_at		P40975				5729_f_at									YEL017C-A		
5730_at		P39996				5730_at									S0000743		
5731_at		P39997			Phosphodiest	5731_at			IPR002591	IPB002591	3.6.1.9				YEL016C		
5732_at		P39998				5732_at									S0000741		
5733_at		P39999				5733_at									YEL014C		
5734_at		P39968	d1ihga1		Armadillo_seg	5734_at			IPR000225	IPB000225					YEL013W		
5735_at		P32775	d1eh9a3		isoamylase_N	5735_at			IPR004193		2.4.1.18				YEL011W		
5736_at		P40000				5736_at									S0000736		
5737_at		P03069			bZIP	5737_at			IPR004827	IPB001871					S0000735		
5738_at		P40001				5738_at									YEL008W		
5739_at		P40002				5739_at				IPB002989					YEL007W		
5740_at		P39953			mito_carr	5740_at			IPR002113	IPB001993					YEL006W		
5741_at		P40003				5741_at									YEL005C		
5742_at		P40004				5742_at			IPR004689						YEL004W		
5743_at		P40005			KE2	5743_at				IPB002777					YEL003W		
5744_at		P33767			DDOST_48kD	5744_at			IPR005013						YEL002C		
5745_at		P40006				5745_at									S0000727		
5746_at		P39106				5746_at									S0000803		
5701_at		P40007				5701_at									YER002W		
5702_at		P29952	d1pmi__		PMI_typeI	5702_at			IPR001250	IPB001250	5.3.1.8				S0000805		
5703_at		P40008				5703_at									YER004W		
5704_at		P40009			GDA1_CD39	5704_at			IPR000407	IPB000407	3.6.1.5				YER005W		
5705_at		P40010			MMR_HSR1	5705_at			IPR002917	IPB000765					YER006W		
5706_at		P39937	d1a4ya_		LRR	5706_at			IPR000938	PR00019					S0000809		
5707_at		P89886			PUA	5707_at			IPR004521	IPB002478					YER007C-A		
5708_at		P33332				5708_at				IPB003134					S0000810		
5709_at		P33331	d1ouna_		NTF2	5709_at			IPR002075	IPB002075					YER009W		
5710_at		P40011			Methyltransf_6	5710_at			IPR005493						YER010C		
5711_at		P10863			yeast_PIR	5711_at			IPR000420	IPB002889					S0000813		
5712_at		P22141	d1pmab_		proteasome	5712_at			IPR001353	IPB000426					YER012W		
5713_at		P24384	d1e3pa2		helicase_C	5713_at			IPR002464	PR00449					YER013W		
5714_at		P40012	d1f8ra1		Amino_oxidase	5714_at			IPR002937	PR00370	1.3.3.4				S0000816		
5715_at		P39518	d1amua_		AMP-binding	5715_at			IPR000873	IPB000873	1.13.12.7				YER015W		
5716_at		P40013			CH	5716_at			IPR001715						S0000818		
5717_at		P39925	d1e32a2		Peptidase_M41	5717_at			IPR003960	PR00819					YER017C		
5718_at		P40014				5718_at				IPB001101					YER018C		
5719_at		P40015				5719_at			IPR005135						YER019W		
5720_at		P52871			Sec61_beta	5720_at			IPR005609						YER019C-A		
5721_at		P10823	d1cipa2		G-alpha	5721_at			IPR001019	PR00449					YER020W		
5722_at		P40016			PCI	5722_at			IPR000717						YER021W		
5723_at		P32569				5723_at									YER022W		
5678_at		P32263			P5CR	5678_at			IPR000304	IPB000304	1.5.1.2				S0000825		
5679_at		P40017			Carn_acyltransf	5679_at			IPR000542	IPB000542	2.3.1.7				YER024W		
5680_at		P32481	d1efca3		GTP_EFTU_D2	5680_at			IPR000795	IPB000178					YER025W		
5681_at		P08456			CDP-OH_P_transf	5681_at			IPR000462	IPB000462	2.7.8.8				YER026C		
5682_at		Q04739				5682_at									YER027C		
5683_at		P39943	d1sp2__		zf-C2H2	5683_at			IPR000822	IPB000822					S0000830		
5684_at		P40018	d1d3bb_		Sm	5684_at			IPR001163	IPB001163					YER029C		
5685_at		P40019				5685_at				IPB000135					YER030W		
5686_at		P38555	d1g16a_		ras	5686_at			IPR005225	IPB000795					YER031C		
5687_at		P40020				5687_at									YER032W		
5688_at		P40021				5688_at				IPB003874					S0000835		
5689_at		P40022				5689_at									S0000836		
5690_at		P40023				5690_at									YER035W		
5691_at		P40024	d1jj7a_		ABC_tran	5691_at			IPR003439	PR00449					YER036C		
5692_at		P40025			Hydrolase	5692_at			IPR005834	IPB000150	3.8.1.3				YER037W		
5693_at		P40026				5693_at									YER038C		
5694_at		P40027				5694_at			IPR004689						S0000841		
5695_at		P18494	d7gata_		GATA	5695_at			IPR000679	IPB000679					S0000842		
5696_at		P40028	d1fbna_		XPG_I	5696_at			IPR006085	IPB001532					YER041W		
5697_at		P40029	d1fvga_		PMSR	5697_at			IPR002569	IPB002569					YER042W		
5698_at		P39954	d1b3ra2		AdoHcyase	5698_at			IPR000043	IPB001625	3.3.1.1				YER043C		
5699_at		P40030			UPF0143	5699_at			IPR005352						YER044C		
5700_at		P29467				5700_at									YER044C-A		
5655_n_at		P29467				5655_n_at									YER044C-A		
5656_at		P39970			bZIP	5656_at			IPR004827	IPB001871					YER045C		
5657_at		P40031				5657_at									YER046W		
5658_at		P39955	d1e32a2		AAA	5658_at			IPR003960	IPB002078					YER047C		
5659_at		P39101	d1hdj__		DnaJ	5659_at			IPR003095	PR01227					YER048C		
5660_at						5660_at									YER048W-A		
5661_at		P40032			2OG-FeII_Oxy	5661_at			IPR005123						YER049W		
5662_at		P40033			Ribosomal_S18	5662_at			IPR001648	IPB001648					YER050C		
5663_at		P40034			PHD	5663_at			IPR003347						S0000853		
5664_at		P10869	d1e19a_		aakinase	5664_at			IPR002912	IPB001057	2.7.2.4				YER052C		
5665_at		P40035			mito_carr	5665_at			IPR001993	IPB001993					YER053C		
5666_at		P40036			CBM_21	5666_at			IPR005036						YER054C		
5667_at		P00498			HisG	5667_at			IPR001348	IPB001348	2.4.2.17				YER055C		
5668_at		P17064			Transp_cyt_pur	5668_at			IPR001248	IPB001248					YER056C		
5669_g_at		P17064			Transp_cyt_pur	5669_g_at			IPR001248	IPB001248					S0000858		
5670_i_at		P87262			Ribosomal_L34e	5670_i_at			IPR001284	IPB001284					YER056C-A		
5671_s_at		P87262			Ribosomal_L34e	5671_s_at			IPR001284	IPB001284					S0002135		
5672_at		P40037				5672_at			IPR006175						YER057C		
5673_at		Q02771				5673_at									YER058W		
5674_at		P40038				5674_at									S0000861		
5675_at		P40039			Transp_cyt_pur	5675_at			IPR001248	IPB001248					YER060W		
5676_at		Q12119			Transp_cyt_pur	5676_at			IPR001248	IPB001248					YER060w-A		
5677_at		P39525	d1kas_1		ketoacyl-synt_C	5677_at			IPR000794	IPB002155	2.3.1.16				YER061C		
5633_at		P40106	d1feza_		Hydrolase	5633_at			IPR005834		3.1.3.68				YER062C		
5634_at		P40040			SAP	5634_at			IPR003034						YER063W		
5635_at		P40041			DUF352	5635_at									YER064C		
5636_at		P28240	d3gpdr1		ICL	5636_at			IPR000918	IPB000918	2.7.8.23				YER065C		
5637_at		P40042	d1k8kc_		WD40	5637_at			IPR001680	PR00319					YER066W		
5638_g_at		P40042	d1k8kc_		WD40	5638_g_at			IPR001680	PR00319					YER066W		
5639_at		P87263				5639_at									YER066C-A		
5640_at		P40043				5640_at									YER067W		
5641_at		P34909	d1e4ua_		rrm	5641_at			IPR003954						YER068W		
5642_at		Q01217	d1e19a_		aakinase	5642_at			IPR004662	IPB000319	1.2.1.38				YER069W		
5643_at		P21524	d1rlr_2		ribonuc_red_lgC	5643_at			IPR000276	IPB000788	1.17.4.2				YER070W		
5644_at		P40045				5644_at									YER071C		
5645_at		P40046				5645_at				IPB003807					YER072W		
5646_at		P40047	d1bxsa_		aldedh	5646_at			IPR002086	IPB002086	1.5.1.6				YER073W		
5647_s_at		P26782			Ribosomal_S24e	5647_s_at			IPR001976	IPB001976					YER074W		
5648_at		P40048	d1hzma_		Y_phosphatase	5648_at			IPR001763	IPB000387					YER075C		
5649_at		P40049				5649_at									S0000878		
5650_at		P40050				5650_at									YER077C		
5651_at		P40051	d1az9_1		Peptidase_M24	5651_at			IPR001131	IPB002467	3.4.13.9				YER078C		
5652_at		P40052				5652_at									S0000881		
5653_at		P40053				5653_at									S0000882		
5654_at		P40054	d1psda3		ACT	5654_at			IPR006140	IPB002162	1.3.1.12				YER081W		
5610_at		P40055	d1k8kc_		WD40	5610_at			IPR001412						YER082C		
5611_at		P40056				5611_at			IPR001623						S0000885		
5612_at		P40057				5612_at									YER084W		
5613_at		P40058				5613_at									YER085C		
5614_at		P00927	d1tdj_2		Thr_dehydrat_C	5614_at			IPR005787	IPB001926	4.2.1.16				YER086W		
5615_at		P39965	d1hc7a2		tRNA-synt_2b	5615_at			IPR004154						YER087W		
5616_at						5616_at									YER087C-A		
5617_at		P40059				5617_at			IPR001005						YER088C		
5618_at		P39966			PP2C	5618_at			IPR001932	IPB000222					YER089C		
5619_at		P00899	d1qdla_		chorismate_bind	5619_at			IPR005256	PR00095	5.4.99.6				YER090W		
5620_at		P05694			Methionine_synt	5620_at			IPR002629	IPB002629	2.1.1.14				S0000893		
5621_at		P40060				5621_at									YER092W		
5622_at		P40061			RasGEFN	5622_at			IPR000651						YER093C		
5623_at		P87275				5623_at									S0002960		
5624_at		P87275				5624_at									YER093C-A		
5625_at		P25451	d1pmab_		proteasome	5625_at			IPR001353	IPB000243					S0000896		
5626_at		P25454	d2reb_1		HHH	5626_at			IPR003583	IPB000456					YER095W		
5627_at		P39000				5627_at									S0000898		
5628_at		P40062				5628_at									YER097W		
5629_at		P39967			UCH-2	5629_at			IPR001394	IPB001394	2.4.2.29				YER098W		
5630_at		P38620	d1dkra1		Pribosyltran	5630_at			IPR005946	IPB002375	2.4.2.7				YER099C		
5631_at		P33296	d2e2c__		UQ_con	5631_at			IPR000608	IPB000608	6.3.2.19				YER100W		
5632_at		P39945	d1qora1		adh_zinc	5632_at			IPR002085						YER101C		
5588_at		P22202	d1bupa1		HSP70	5588_at			IPR001023	IPB002821					YER103W		
5589_at		P40063				5589_at									YER104W		
5590_at		P40064			Nucleoporin	5590_at			IPR004870						S0000907		
5591_at		P40065				5591_at									S0000908		
5592_at		P40066	d1tbga_		WD40	5592_at			IPR001680	PR00319					YER107C		
5593_at						5593_at									YER108C		
5594_at		P40068				5594_at									S0000911		
5595_at		P40069	d1gcja_		IBN_NT	5595_at			IPR000357						YER110C		
5596_at		P25302	d2prga_		ank	5596_at			IPR003163	IPB003163					YER111C		
5597_at		P40070	d1d3ba_		Sm	5597_at			IPR001163	IPB001163					S0000914		
5598_at		P40071			EMP70	5598_at			IPR004240						YER113C		
5599_at		P39969	d1fgya_		SAM	5599_at			IPR001849	PR00452					S0000916		
5600_at		Q01684				5600_at									YER115C		
5601_at		P40072	d1fbva4		zf-C3HC4	5601_at			IPR001841	IPB000315					YER116C		
5602_at		P40073	d1shfa_		SH3	5602_at			IPR001452	PR00452					YER118C		
5603_at		P40074			Aa_trans	5603_at			IPR002422	IPB002422					YER119C		
5604_at		P87191				5604_at									YER119C-A		
5605_at		P40075			MSP_domain	5605_at			IPR000535	IPB000535					YER120W		
5606_at		P40076				5606_at									YER121W		
5607_at		P38682	d1dcqa2		ArfGap	5607_at			IPR001164	PR00405					YER122C		
5608_at		P39962			pkinase	5608_at			IPR000719	IPB000095					YER123W	YCK1	
5609_at		P40077			WD40	5609_at			IPR001680						S0000926		
5565_at		P39940	d1rlw__		WW	5565_at			IPR002349	IPB002889					YER125W		
5566_at		P40078				5566_at				IPB001047					YER126C		
5567_at		P40079				5567_at									YER127W		
5568_at		P40080				5568_at									S0000930		
5569_at		P38990	d1phk__		pkinase	5569_at			IPR002290	IPB002999					YER129W	MKK1	
5570_at		P39959	d2adr_1		zf-C2H2	5570_at			IPR000822	IPB000822					YER130C		
5571_at		P39939			Ribosomal_S26e	5571_at			IPR000892	IPB000892					YER131W		
5572_at		P32634			Kelch	5572_at			IPR001798						YER132C		
5573_at		P32598	d1jk7a_		Metallophos	5573_at			IPR006186	IPB000934	3.1.3.16				YER133W		
5574_at		P32598	d1jk7a_		Metallophos	5574_at			IPR006186	IPB000934	3.1.3.16				YER133W		
5575_at		P40081				5575_at									YER134C		
5576_at		P40082				5576_at									YER135C		
5577_at		P39958	d1d5ta1		GDI	5577_at			IPR002005	IPB000172					YER136W		
5578_at		P40083				5578_at			IPR001878	PR00939					S0000939		
5579_at		P40084			DUF408	5579_at									YER139C		
5580_at		P40085				5580_at									YER140W		
5581_at		P40086			COX15-CtaA	5581_at			IPR003780	IPB003780					YER141W		
5582_at		P22134	d1js8a1		HhH-GPD	5582_at			IPR003583	PR01345					YER142C		
5583_at		P40087			rvp	5583_at			IPR001995						YER143W		
5584_at		P39944			UCH-2	5584_at			IPR001763	IPB001763	2.4.2.29				S0000946		
5585_at		P40088			FTR1	5585_at			IPR005217						YER145C		
5586_at		P40089	d1i81a_		Sm	5586_at			IPR001163	IPB001163					YER146W		
5587_at		P40090				5587_at			IPR000873						YER147C		
5542_at		P13393	d1aisa1		TBP	5542_at			IPR000814	IPB000814					YER148W		
5543_at		P40091				5543_at				IPB002151					YER149C		
5544_at		P40092				5544_at									YER150W		
5545_at		Q01477			UCH-1	5545_at			IPR001394	IPB002988	2.4.2.29				YER151C		
5546_at		P10356	d1bjwa_			5546_at				IPB001511	2.6.1.5				YER152C		
5547_at		P10355				5547_at									S0000955		
5548_at		P39952			60KD_IMP	5548_at			IPR001708						YER154W		
5549_at		P39960	d2ngrb_		RhoGAP	5549_at			IPR001895	IPB002889					YER155C		
5550_at		P40093			UPF0160	5550_at			IPR003226						YER156C		
5551_at		P40094				5551_at									S0000959		
5552_at		P40095				5552_at				IPB002889					S0000960		
5553_at		P40096	d1jfia_			5553_at			IPR004822						YER159C		
5554_at		P06843				5554_at				IPB001326					YER161C		
5555_at		P14736			Rad4	5555_at			IPR004583						YER162C		
5556_at		P32656				5556_at			IPR000269						YER163C		
5557_at		P32657			helicase_C	5557_at			IPR001410	IPB001005					YER164W		
5558_at		P04147	d1fada_		rrm	5558_at			IPR000504	IPB002004					YER165W		
5559_at		P32660	d1eula_		Hydrolase	5559_at			IPR001757	IPB000150	3.6.1.36				YER166W		
5560_at		P33306				5560_at									S0000969		
5561_at		P21269			PolyA_pol	5561_at			IPR002646	IPB000237					YER168C		
5562_at		P39956			zf-C2H2	5562_at			IPR003347	IPB000822					YER169W		
5563_at		P26364	d2ak3a1		adenylatekinase	5563_at			IPR000850	PR00318	2.7.4.10				YER170W		
5564_at		P06839				5564_at			IPR002464	IPB002464					YER171W		
5520_at		P32639	d1hv8a1		helicase_C	5520_at			IPR001650						YER172C		Q27480
5521_at		P32641			Rad17	5521_at			IPR004582						S0000975		
5522_at		P32642	d1erv__		thiored	5522_at			IPR004480		5.3.4.1				YER174C		
5523_at		P32643	d1kpga_			5523_at			IPR000051		2.1.1.64				YER175C		
5524_at		P32644				5524_at				IPB000212					YER176W		
5525_at		P29311	d1nf1a_		14-3-3	5525_at			IPR000308	IPB000308					YER177W		
5526_at		P16387	d1qs0a1		E1_dehydrog	5526_at			IPR001017	IPB001017	1.2.4.1				YER178W		
5527_at		P25453	d2reb_1			5527_at			IPR001553						S0000981		
5528_at		P25453	d2reb_1			5528_at			IPR001553						YER179W		
5529_at		P32645				5529_at									YER180C		
5530_at		P40097				5530_at									YER181C		
5531_at		P40098			DUF391	5531_at									YER182W		
5532_at		P40099			5-FTHF_cyc-lig	5532_at			IPR002698	IPB002698	6.3.3.2				YER183C		
5533_at		P39961			Fungal_trans	5533_at			IPR001138	IPB001138					YER184C		
5534_at		P40100				5534_at									YER185W		
5535_at		P40101				5535_at									YER186C		
5536_at		P40102				5536_at									YER187W		
5537_at		P40103				5537_at									YER188W		
5538_at		O74700			zf-Tim10_DDP	5538_at			IPR004217						YEL020W-A		
5539_at						5539_at									S0007226		
5540_at		Q02590				5540_at									S0007238		
5541_at						5541_at									YER006c-a		
5497_at						5497_at									YER014c-a		
5498_at						5498_at									YER038w-a		
5499_at						5499_at									YER046w-a		
